"TIME","GEO","CITIZEN","UNIT","Value"
"2002M07","Czechia","Total","Person","575"
"2002M07","Denmark","Total","Person","375"
"2002M07","Germany (until 1990 former territory of the FRG)","Total","Person","5,945"
"2002M07","Estonia","Total","Person","0"
"2002M07","Ireland","Total","Person","1,135"
"2002M07","Greece","Total","Person","555"
"2002M07","Spain","Total","Person","355"
"2002M07","France","Total","Person","4,855"
"2002M07","Italy","Total","Person",":"
"2002M07","Cyprus","Total","Person","50"
"2002M07","Latvia","Total","Person","0"
"2002M07","Lithuania","Total","Person","35"
"2002M07","Luxembourg","Total","Person","85"
"2002M07","Hungary","Total","Person","565"
"2002M07","Malta","Total","Person","15"
"2002M07","Netherlands","Total","Person","1,420"
"2002M07","Austria","Total","Person","3,780"
"2002M07","Poland","Total","Person","465"
"2002M07","Portugal","Total","Person","10"
"2002M07","Romania","Total","Person",":"
"2002M07","Slovenia","Total","Person","55"
"2002M07","Slovakia","Total","Person",":"
"2002M07","Finland","Total","Person","290"
"2002M07","Sweden","Total","Person","2,830"
"2002M07","United Kingdom","Total","Person","7,575"
"2002M07","Iceland","Total","Person",":"
"2002M07","Norway","Total","Person",":"
"2002M07","Turkey","Total","Person",":"
"2002M08","European Union - 15 countries (1995-2004)","Total","Person","1,670"
"2002M08","Belgium","Total","Person","1,670"
"2002M08","Bulgaria","Total","Person","110"
"2002M08","Czechia","Total","Person","580"
"2002M08","Denmark","Total","Person","370"
"2002M08","Germany (until 1990 former territory of the FRG)","Total","Person","5,780"
"2002M08","Estonia","Total","Person","0"
"2002M08","Ireland","Total","Person","995"
"2002M08","Greece","Total","Person","710"
"2002M08","Spain","Total","Person","305"
"2002M08","France","Total","Person","3,760"
"2002M08","Italy","Total","Person",":"
"2002M08","Cyprus","Total","Person","65"
"2002M08","Latvia","Total","Person","5"
"2002M08","Lithuania","Total","Person","45"
"2002M08","Luxembourg","Total","Person","65"
"2002M08","Hungary","Total","Person","725"
"2002M08","Malta","Total","Person","10"
"2002M08","Netherlands","Total","Person","1,350"
"2002M08","Austria","Total","Person","3,605"
"2002M08","Poland","Total","Person","400"
"2002M08","Portugal","Total","Person","55"
"2002M08","Romania","Total","Person",":"
"2002M08","Slovenia","Total","Person","25"
"2002M08","Slovakia","Total","Person",":"
"2002M08","Finland","Total","Person","310"
"2002M08","Sweden","Total","Person","3,365"
"2002M08","United Kingdom","Total","Person","7,050"
"2002M08","Iceland","Total","Person",":"
"2002M08","Norway","Total","Person",":"
"2002M08","Turkey","Total","Person",":"
"2002M09","European Union - 15 countries (1995-2004)","Total","Person","27,650"
"2002M09","Belgium","Total","Person","1,770"
"2002M09","Bulgaria","Total","Person","165"
"2002M09","Czechia","Total","Person","600"
"2002M09","Denmark","Total","Person","395"
"2002M09","Germany (until 1990 former territory of the FRG)","Total","Person","6,285"
"2002M09","Estonia","Total","Person","5"
"2002M09","Ireland","Total","Person","1,200"
"2002M09","Greece","Total","Person","590"
"2002M09","Spain","Total","Person","395"
"2002M09","France","Total","Person","3,485"
"2002M09","Italy","Total","Person",":"
"2002M09","Cyprus","Total","Person","110"
"2002M09","Latvia","Total","Person","10"
"2002M09","Lithuania","Total","Person","40"
"2002M09","Luxembourg","Total","Person","125"
"2002M09","Hungary","Total","Person","635"
"2002M09","Malta","Total","Person","0"
"2002M09","Netherlands","Total","Person","1,430"
"2002M09","Austria","Total","Person","5,250"
"2002M09","Poland","Total","Person","510"
"2002M09","Portugal","Total","Person","25"
"2002M09","Romania","Total","Person",":"
"2002M09","Slovenia","Total","Person","30"
"2002M09","Slovakia","Total","Person",":"
"2002M09","Finland","Total","Person","305"
"2002M09","Sweden","Total","Person","3,175"
"2002M09","United Kingdom","Total","Person","7,935"
"2002M09","Iceland","Total","Person",":"
"2002M09","Norway","Total","Person",":"
"2002M09","Turkey","Total","Person",":"
"2002M10","European Union - 15 countries (1995-2004)","Total","Person","2,245"
"2002M10","Belgium","Total","Person","1,845"
"2002M10","Bulgaria","Total","Person","200"
"2002M10","Czechia","Total","Person","760"
"2002M10","Denmark","Total","Person","500"
"2002M10","Germany (until 1990 former territory of the FRG)","Total","Person","6,570"
"2002M10","Estonia","Total","Person","0"
"2002M10","Ireland","Total","Person","1,150"
"2002M10","Greece","Total","Person","445"
"2002M10","Spain","Total","Person","540"
"2002M10","France","Total","Person","4,925"
"2002M10","Italy","Total","Person",":"
"2002M10","Cyprus","Total","Person","110"
"2002M10","Latvia","Total","Person","5"
"2002M10","Lithuania","Total","Person","40"
"2002M10","Luxembourg","Total","Person","110"
"2002M10","Hungary","Total","Person","640"
"2002M10","Malta","Total","Person","60"
"2002M10","Netherlands","Total","Person","1,375"
"2002M10","Austria","Total","Person","3,305"
"2002M10","Poland","Total","Person","610"
"2002M10","Portugal","Total","Person","15"
"2002M10","Romania","Total","Person",":"
"2002M10","Slovenia","Total","Person","60"
"2002M10","Slovakia","Total","Person",":"
"2002M10","Finland","Total","Person","360"
"2002M10","Sweden","Total","Person","3,120"
"2002M10","United Kingdom","Total","Person","8,900"
"2002M10","Iceland","Total","Person",":"
"2002M10","Norway","Total","Person",":"
"2002M10","Turkey","Total","Person",":"
"2002M11","European Union - 15 countries (1995-2004)","Total","Person","1,390"
"2002M11","Belgium","Total","Person","1,390"
"2002M11","Bulgaria","Total","Person","160"
"2002M11","Czechia","Total","Person","630"
"2002M11","Denmark","Total","Person","400"
"2002M11","Germany (until 1990 former territory of the FRG)","Total","Person","5,510"
"2002M11","Estonia","Total","Person","0"
"2002M11","Ireland","Total","Person","985"
"2002M11","Greece","Total","Person","615"
"2002M11","Spain","Total","Person","450"
"2002M11","France","Total","Person","4,180"
"2002M11","Italy","Total","Person",":"
"2002M11","Cyprus","Total","Person","110"
"2002M11","Latvia","Total","Person","5"
"2002M11","Lithuania","Total","Person","45"
"2002M11","Luxembourg","Total","Person","105"
"2002M11","Hungary","Total","Person","405"
"2002M11","Malta","Total","Person","45"
"2002M11","Netherlands","Total","Person","1,035"
"2002M11","Austria","Total","Person","2,965"
"2002M11","Poland","Total","Person","525"
"2002M11","Portugal","Total","Person","15"
"2002M11","Romania","Total","Person",":"
"2002M11","Slovenia","Total","Person","115"
"2002M11","Slovakia","Total","Person",":"
"2002M11","Finland","Total","Person","150"
"2002M11","Sweden","Total","Person","2,835"
"2002M11","United Kingdom","Total","Person","7,815"
"2002M11","Iceland","Total","Person",":"
"2002M11","Norway","Total","Person",":"
"2002M11","Turkey","Total","Person",":"
"2002M12","European Union - 15 countries (1995-2004)","Total","Person","10,335"
"2002M12","Belgium","Total","Person","1,540"
"2002M12","Bulgaria","Total","Person","60"
"2002M12","Czechia","Total","Person","675"
"2002M12","Denmark","Total","Person","385"
"2002M12","Germany (until 1990 former territory of the FRG)","Total","Person","4,695"
"2002M12","Estonia","Total","Person","0"
"2002M12","Ireland","Total","Person","1,090"
"2002M12","Greece","Total","Person","470"
"2002M12","Spain","Total","Person","385"
"2002M12","France","Total","Person","4,545"
"2002M12","Italy","Total","Person",":"
"2002M12","Cyprus","Total","Person","215"
"2002M12","Latvia","Total","Person","0"
"2002M12","Lithuania","Total","Person","70"
"2002M12","Luxembourg","Total","Person","160"
"2002M12","Hungary","Total","Person","320"
"2002M12","Malta","Total","Person","50"
"2002M12","Netherlands","Total","Person","920"
"2002M12","Austria","Total","Person","3,825"
"2002M12","Poland","Total","Person","430"
"2002M12","Portugal","Total","Person","15"
"2002M12","Romania","Total","Person",":"
"2002M12","Slovenia","Total","Person","100"
"2002M12","Slovakia","Total","Person",":"
"2002M12","Finland","Total","Person","180"
"2002M12","Sweden","Total","Person","3,065"
"2002M12","United Kingdom","Total","Person","6,670"
"2002M12","Iceland","Total","Person",":"
"2002M12","Norway","Total","Person",":"
"2002M12","Turkey","Total","Person",":"
"2003M01","European Union - 15 countries (1995-2004)","Total","Person","15,020"
"2003M01","Belgium","Total","Person","1,450"
"2003M01","Bulgaria","Total","Person","165"
"2003M01","Czechia","Total","Person","680"
"2003M01","Denmark","Total","Person","405"
"2003M01","Germany (until 1990 former territory of the FRG)","Total","Person","6,125"
"2003M01","Estonia","Total","Person","0"
"2003M01","Ireland","Total","Person","980"
"2003M01","Greece","Total","Person","615"
"2003M01","Spain","Total","Person","765"
"2003M01","France","Total","Person","4,245"
"2003M01","Italy","Total","Person",":"
"2003M01","Cyprus","Total","Person","165"
"2003M01","Latvia","Total","Person","5"
"2003M01","Lithuania","Total","Person","40"
"2003M01","Luxembourg","Total","Person","80"
"2003M01","Hungary","Total","Person","230"
"2003M01","Malta","Total","Person","35"
"2003M01","Netherlands","Total","Person","1,235"
"2003M01","Austria","Total","Person","2,505"
"2003M01","Poland","Total","Person","355"
"2003M01","Portugal","Total","Person","10"
"2003M01","Romania","Total","Person",":"
"2003M01","Slovenia","Total","Person","105"
"2003M01","Slovakia","Total","Person","440"
"2003M01","Finland","Total","Person","265"
"2003M01","Sweden","Total","Person","3,130"
"2003M01","United Kingdom","Total","Person","8,885"
"2003M01","Iceland","Total","Person",":"
"2003M01","Norway","Total","Person","1,200"
"2003M01","Turkey","Total","Person",":"
"2003M02","European Union - 15 countries (1995-2004)","Total","Person","22,755"
"2003M02","Belgium","Total","Person","1,105"
"2003M02","Bulgaria","Total","Person","135"
"2003M02","Czechia","Total","Person","695"
"2003M02","Denmark","Total","Person","415"
"2003M02","Germany (until 1990 former territory of the FRG)","Total","Person","4,485"
"2003M02","Estonia","Total","Person","0"
"2003M02","Ireland","Total","Person","945"
"2003M02","Greece","Total","Person","870"
"2003M02","Spain","Total","Person","410"
"2003M02","France","Total","Person","5,075"
"2003M02","Italy","Total","Person",":"
"2003M02","Cyprus","Total","Person","150"
"2003M02","Latvia","Total","Person","0"
"2003M02","Lithuania","Total","Person","25"
"2003M02","Luxembourg","Total","Person","105"
"2003M02","Hungary","Total","Person","235"
"2003M02","Malta","Total","Person","50"
"2003M02","Netherlands","Total","Person","1,040"
"2003M02","Austria","Total","Person","1,865"
"2003M02","Poland","Total","Person","330"
"2003M02","Portugal","Total","Person","5"
"2003M02","Romania","Total","Person",":"
"2003M02","Slovenia","Total","Person","125"
"2003M02","Slovakia","Total","Person","385"
"2003M02","Finland","Total","Person","320"
"2003M02","Sweden","Total","Person","2,500"
"2003M02","United Kingdom","Total","Person","4,970"
"2003M02","Iceland","Total","Person",":"
"2003M02","Norway","Total","Person","1,200"
"2003M02","Turkey","Total","Person",":"
"2003M03","European Union - 15 countries (1995-2004)","Total","Person","22,515"
"2003M03","Belgium","Total","Person","1,275"
"2003M03","Bulgaria","Total","Person","120"
"2003M03","Czechia","Total","Person","580"
"2003M03","Denmark","Total","Person","370"
"2003M03","Germany (until 1990 former territory of the FRG)","Total","Person","4,330"
"2003M03","Estonia","Total","Person","5"
"2003M03","Ireland","Total","Person","890"
"2003M03","Greece","Total","Person","760"
"2003M03","Spain","Total","Person","370"
"2003M03","France","Total","Person","5,095"
"2003M03","Italy","Total","Person",":"
"2003M03","Cyprus","Total","Person","35"
"2003M03","Latvia","Total","Person","0"
"2003M03","Lithuania","Total","Person","25"
"2003M03","Luxembourg","Total","Person","110"
"2003M03","Hungary","Total","Person","185"
"2003M03","Malta","Total","Person","30"
"2003M03","Netherlands","Total","Person","1,400"
"2003M03","Austria","Total","Person","2,265"
"2003M03","Poland","Total","Person","695"
"2003M03","Portugal","Total","Person","10"
"2003M03","Romania","Total","Person",":"
"2003M03","Slovenia","Total","Person","55"
"2003M03","Slovakia","Total","Person","420"
"2003M03","Finland","Total","Person","185"
"2003M03","Sweden","Total","Person","2,315"
"2003M03","United Kingdom","Total","Person","5,275"
"2003M03","Iceland","Total","Person",":"
"2003M03","Norway","Total","Person","1,300"
"2003M03","Turkey","Total","Person",":"
"2003M04","European Union - 15 countries (1995-2004)","Total","Person","15,020"
"2003M04","Belgium","Total","Person","1,190"
"2003M04","Bulgaria","Total","Person","70"
"2003M04","Czechia","Total","Person","1,180"
"2003M04","Denmark","Total","Person","320"
"2003M04","Germany (until 1990 former territory of the FRG)","Total","Person","4,010"
"2003M04","Estonia","Total","Person","0"
"2003M04","Ireland","Total","Person","665"
"2003M04","Greece","Total","Person","665"
"2003M04","Spain","Total","Person","330"
"2003M04","France","Total","Person","5,280"
"2003M04","Italy","Total","Person",":"
"2003M04","Cyprus","Total","Person","50"
"2003M04","Latvia","Total","Person","0"
"2003M04","Lithuania","Total","Person","100"
"2003M04","Luxembourg","Total","Person","125"
"2003M04","Hungary","Total","Person","130"
"2003M04","Malta","Total","Person","25"
"2003M04","Netherlands","Total","Person","1,570"
"2003M04","Austria","Total","Person","2,455"
"2003M04","Poland","Total","Person","365"
"2003M04","Portugal","Total","Person","20"
"2003M04","Romania","Total","Person",":"
"2003M04","Slovenia","Total","Person","70"
"2003M04","Slovakia","Total","Person","635"
"2003M04","Finland","Total","Person","165"
"2003M04","Sweden","Total","Person","2,005"
"2003M04","United Kingdom","Total","Person","4,370"
"2003M04","Iceland","Total","Person",":"
"2003M04","Norway","Total","Person","1,125"
"2003M04","Turkey","Total","Person",":"
"2003M05","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M05","Belgium","Total","Person","1,115"
"2003M05","Bulgaria","Total","Person","95"
"2003M05","Czechia","Total","Person","955"
"2003M05","Denmark","Total","Person","345"
"2003M05","Germany (until 1990 former territory of the FRG)","Total","Person","3,760"
"2003M05","Estonia","Total","Person","0"
"2003M05","Ireland","Total","Person","605"
"2003M05","Greece","Total","Person","1,045"
"2003M05","Spain","Total","Person","395"
"2003M05","France","Total","Person","3,550"
"2003M05","Italy","Total","Person",":"
"2003M05","Cyprus","Total","Person","45"
"2003M05","Latvia","Total","Person","0"
"2003M05","Lithuania","Total","Person","20"
"2003M05","Luxembourg","Total","Person","105"
"2003M05","Hungary","Total","Person","155"
"2003M05","Malta","Total","Person","45"
"2003M05","Netherlands","Total","Person","1,390"
"2003M05","Austria","Total","Person","2,785"
"2003M05","Poland","Total","Person","520"
"2003M05","Portugal","Total","Person","10"
"2003M05","Romania","Total","Person",":"
"2003M05","Slovenia","Total","Person","85"
"2003M05","Slovakia","Total","Person","665"
"2003M05","Finland","Total","Person","150"
"2003M05","Sweden","Total","Person","1,935"
"2003M05","United Kingdom","Total","Person","3,965"
"2003M05","Iceland","Total","Person",":"
"2003M05","Norway","Total","Person","1,130"
"2003M05","Turkey","Total","Person",":"
"2003M06","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M06","Belgium","Total","Person","1,280"
"2003M06","Bulgaria","Total","Person","95"
"2003M06","Czechia","Total","Person","890"
"2003M06","Denmark","Total","Person","370"
"2003M06","Germany (until 1990 former territory of the FRG)","Total","Person","3,655"
"2003M06","Estonia","Total","Person","0"
"2003M06","Ireland","Total","Person","660"
"2003M06","Greece","Total","Person","880"
"2003M06","Spain","Total","Person","345"
"2003M06","France","Total","Person","4,820"
"2003M06","Italy","Total","Person",":"
"2003M06","Cyprus","Total","Person","55"
"2003M06","Latvia","Total","Person","0"
"2003M06","Lithuania","Total","Person","35"
"2003M06","Luxembourg","Total","Person","120"
"2003M06","Hungary","Total","Person","240"
"2003M06","Malta","Total","Person","35"
"2003M06","Netherlands","Total","Person","830"
"2003M06","Austria","Total","Person","2,900"
"2003M06","Poland","Total","Person","405"
"2003M06","Portugal","Total","Person","15"
"2003M06","Romania","Total","Person",":"
"2003M06","Slovenia","Total","Person","100"
"2003M06","Slovakia","Total","Person","800"
"2003M06","Finland","Total","Person","270"
"2003M06","Sweden","Total","Person","2,255"
"2003M06","United Kingdom","Total","Person","4,375"
"2003M06","Iceland","Total","Person",":"
"2003M06","Norway","Total","Person","1,235"
"2003M06","Turkey","Total","Person",":"
"2003M07","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M07","Belgium","Total","Person","1,545"
"2003M07","Bulgaria","Total","Person","140"
"2003M07","Czechia","Total","Person","920"
"2003M07","Denmark","Total","Person","310"
"2003M07","Germany (until 1990 former territory of the FRG)","Total","Person","4,530"
"2003M07","Estonia","Total","Person","0"
"2003M07","Ireland","Total","Person","645"
"2003M07","Greece","Total","Person","390"
"2003M07","Spain","Total","Person","455"
"2003M07","France","Total","Person","5,125"
"2003M07","Italy","Total","Person",":"
"2003M07","Cyprus","Total","Person","15"
"2003M07","Latvia","Total","Person","0"
"2003M07","Lithuania","Total","Person","50"
"2003M07","Luxembourg","Total","Person","140"
"2003M07","Hungary","Total","Person","240"
"2003M07","Malta","Total","Person","45"
"2003M07","Netherlands","Total","Person","1,125"
"2003M07","Austria","Total","Person","3,145"
"2003M07","Poland","Total","Person","490"
"2003M07","Portugal","Total","Person","5"
"2003M07","Romania","Total","Person",":"
"2003M07","Slovenia","Total","Person","110"
"2003M07","Slovakia","Total","Person","880"
"2003M07","Finland","Total","Person","185"
"2003M07","Sweden","Total","Person","2,650"
"2003M07","United Kingdom","Total","Person","4,980"
"2003M07","Iceland","Total","Person",":"
"2003M07","Norway","Total","Person","1,345"
"2003M07","Turkey","Total","Person",":"
"2003M08","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M08","Belgium","Total","Person","1,395"
"2003M08","Bulgaria","Total","Person","55"
"2003M08","Czechia","Total","Person","1,150"
"2003M08","Denmark","Total","Person","415"
"2003M08","Germany (until 1990 former territory of the FRG)","Total","Person","3,550"
"2003M08","Estonia","Total","Person","0"
"2003M08","Ireland","Total","Person","655"
"2003M08","Greece","Total","Person","240"
"2003M08","Spain","Total","Person","480"
"2003M08","France","Total","Person","4,650"
"2003M08","Italy","Total","Person",":"
"2003M08","Cyprus","Total","Person","110"
"2003M08","Latvia","Total","Person","0"
"2003M08","Lithuania","Total","Person","10"
"2003M08","Luxembourg","Total","Person","90"
"2003M08","Hungary","Total","Person","215"
"2003M08","Malta","Total","Person","35"
"2003M08","Netherlands","Total","Person","990"
"2003M08","Austria","Total","Person","3,190"
"2003M08","Poland","Total","Person","605"
"2003M08","Portugal","Total","Person","5"
"2003M08","Romania","Total","Person",":"
"2003M08","Slovenia","Total","Person","90"
"2003M08","Slovakia","Total","Person","895"
"2003M08","Finland","Total","Person","245"
"2003M08","Sweden","Total","Person","3,140"
"2003M08","United Kingdom","Total","Person","4,750"
"2003M08","Iceland","Total","Person",":"
"2003M08","Norway","Total","Person","1,830"
"2003M08","Turkey","Total","Person",":"
"2003M09","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M09","Belgium","Total","Person","1,675"
"2003M09","Bulgaria","Total","Person","85"
"2003M09","Czechia","Total","Person","960"
"2003M09","Denmark","Total","Person","415"
"2003M09","Germany (until 1990 former territory of the FRG)","Total","Person","4,420"
"2003M09","Estonia","Total","Person","0"
"2003M09","Ireland","Total","Person","610"
"2003M09","Greece","Total","Person","1,325"
"2003M09","Spain","Total","Person","570"
"2003M09","France","Total","Person","4,850"
"2003M09","Italy","Total","Person",":"
"2003M09","Cyprus","Total","Person","375"
"2003M09","Latvia","Total","Person","0"
"2003M09","Lithuania","Total","Person","15"
"2003M09","Luxembourg","Total","Person","135"
"2003M09","Hungary","Total","Person","285"
"2003M09","Malta","Total","Person","35"
"2003M09","Netherlands","Total","Person","1,105"
"2003M09","Austria","Total","Person","3,455"
"2003M09","Poland","Total","Person","1,215"
"2003M09","Portugal","Total","Person","10"
"2003M09","Romania","Total","Person",":"
"2003M09","Slovenia","Total","Person","100"
"2003M09","Slovakia","Total","Person","1,015"
"2003M09","Finland","Total","Person","250"
"2003M09","Sweden","Total","Person","3,155"
"2003M09","United Kingdom","Total","Person","5,265"
"2003M09","Iceland","Total","Person",":"
"2003M09","Norway","Total","Person","1,855"
"2003M09","Turkey","Total","Person",":"
"2003M10","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M10","Belgium","Total","Person","1,625"
"2003M10","Bulgaria","Total","Person","140"
"2003M10","Czechia","Total","Person","1,535"
"2003M10","Denmark","Total","Person","370"
"2003M10","Germany (until 1990 former territory of the FRG)","Total","Person","4,345"
"2003M10","Estonia","Total","Person","0"
"2003M10","Ireland","Total","Person","495"
"2003M10","Greece","Total","Person","480"
"2003M10","Spain","Total","Person","545"
"2003M10","France","Total","Person","6,015"
"2003M10","Italy","Total","Person",":"
"2003M10","Cyprus","Total","Person","390"
"2003M10","Latvia","Total","Person","0"
"2003M10","Lithuania","Total","Person","20"
"2003M10","Luxembourg","Total","Person","150"
"2003M10","Hungary","Total","Person","205"
"2003M10","Malta","Total","Person","35"
"2003M10","Netherlands","Total","Person","1,015"
"2003M10","Austria","Total","Person","3,680"
"2003M10","Poland","Total","Person","635"
"2003M10","Portugal","Total","Person","5"
"2003M10","Romania","Total","Person",":"
"2003M10","Slovenia","Total","Person","75"
"2003M10","Slovakia","Total","Person","1,365"
"2003M10","Finland","Total","Person","340"
"2003M10","Sweden","Total","Person","3,095"
"2003M10","United Kingdom","Total","Person","5,000"
"2003M10","Iceland","Total","Person",":"
"2003M10","Norway","Total","Person","1,460"
"2003M10","Turkey","Total","Person",":"
"2003M11","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M11","Belgium","Total","Person","1,560"
"2003M11","Bulgaria","Total","Person","90"
"2003M11","Czechia","Total","Person","980"
"2003M11","Denmark","Total","Person","345"
"2003M11","Germany (until 1990 former territory of the FRG)","Total","Person","3,830"
"2003M11","Estonia","Total","Person","0"
"2003M11","Ireland","Total","Person","395"
"2003M11","Greece","Total","Person","575"
"2003M11","Spain","Total","Person","590"
"2003M11","France","Total","Person","5,370"
"2003M11","Italy","Total","Person",":"
"2003M11","Cyprus","Total","Person","1,185"
"2003M11","Latvia","Total","Person","0"
"2003M11","Lithuania","Total","Person","40"
"2003M11","Luxembourg","Total","Person","175"
"2003M11","Hungary","Total","Person","180"
"2003M11","Malta","Total","Person","40"
"2003M11","Netherlands","Total","Person","930"
"2003M11","Austria","Total","Person","1,990"
"2003M11","Poland","Total","Person","510"
"2003M11","Portugal","Total","Person","10"
"2003M11","Romania","Total","Person",":"
"2003M11","Slovenia","Total","Person","80"
"2003M11","Slovakia","Total","Person","1,425"
"2003M11","Finland","Total","Person","350"
"2003M11","Sweden","Total","Person","2,465"
"2003M11","United Kingdom","Total","Person","3,900"
"2003M11","Iceland","Total","Person",":"
"2003M11","Norway","Total","Person","1,105"
"2003M11","Turkey","Total","Person",":"
"2003M12","European Union - 15 countries (1995-2004)","Total","Person",":"
"2003M12","Belgium","Total","Person","1,730"
"2003M12","Bulgaria","Total","Person","125"
"2003M12","Czechia","Total","Person","755"
"2003M12","Denmark","Total","Person","310"
"2003M12","Germany (until 1990 former territory of the FRG)","Total","Person","3,415"
"2003M12","Estonia","Total","Person","0"
"2003M12","Ireland","Total","Person","345"
"2003M12","Greece","Total","Person","330"
"2003M12","Spain","Total","Person","505"
"2003M12","France","Total","Person","5,690"
"2003M12","Italy","Total","Person",":"
"2003M12","Cyprus","Total","Person","1,815"
"2003M12","Latvia","Total","Person","0"
"2003M12","Lithuania","Total","Person","15"
"2003M12","Luxembourg","Total","Person","205"
"2003M12","Hungary","Total","Person","115"
"2003M12","Malta","Total","Person","45"
"2003M12","Netherlands","Total","Person","770"
"2003M12","Austria","Total","Person","2,120"
"2003M12","Poland","Total","Person","705"
"2003M12","Portugal","Total","Person","15"
"2003M12","Romania","Total","Person",":"
"2003M12","Slovenia","Total","Person","55"
"2003M12","Slovakia","Total","Person","1,370"
"2003M12","Finland","Total","Person","370"
"2003M12","Sweden","Total","Person","2,710"
"2003M12","United Kingdom","Total","Person","4,315"
"2003M12","Iceland","Total","Person",":"
"2003M12","Norway","Total","Person","1,230"
"2003M12","Turkey","Total","Person",":"
"2004M01","European Union - 15 countries (1995-2004)","Total","Person",":"
"2004M01","Belgium","Total","Person",":"
"2004M01","Bulgaria","Total","Person","50"
"2004M01","Czechia","Total","Person","535"
"2004M01","Denmark","Total","Person","300"
"2004M01","Germany (until 1990 former territory of the FRG)","Total","Person","3,765"
"2004M01","Estonia","Total","Person","0"
"2004M01","Ireland","Total","Person","390"
"2004M01","Greece","Total","Person","225"
"2004M01","Spain","Total","Person","475"
"2004M01","France","Total","Person","4,415"
"2004M01","Italy","Total","Person",":"
"2004M01","Cyprus","Total","Person","235"
"2004M01","Latvia","Total","Person","0"
"2004M01","Lithuania","Total","Person","20"
"2004M01","Luxembourg","Total","Person","130"
"2004M01","Hungary","Total","Person","110"
"2004M01","Malta","Total","Person","90"
"2004M01","Netherlands","Total","Person","975"
"2004M01","Austria","Total","Person","1,530"
"2004M01","Poland","Total","Person","420"
"2004M01","Portugal","Total","Person","10"
"2004M01","Romania","Total","Person",":"
"2004M01","Slovenia","Total","Person","60"
"2004M01","Slovakia","Total","Person","980"
"2004M01","Finland","Total","Person","175"
"2004M01","Sweden","Total","Person","2,310"
"2004M01","United Kingdom","Total","Person","3,625"
"2004M01","Iceland","Total","Person",":"
"2004M01","Norway","Total","Person","765"
"2004M01","Turkey","Total","Person",":"
"2004M02","European Union - 15 countries (1995-2004)","Total","Person",":"
"2004M02","Belgium","Total","Person",":"
"2004M02","Bulgaria","Total","Person","60"
"2004M02","Czechia","Total","Person","580"
"2004M02","Denmark","Total","Person","270"
"2004M02","Germany (until 1990 former territory of the FRG)","Total","Person","2,990"
"2004M02","Estonia","Total","Person","0"
"2004M02","Ireland","Total","Person","365"
"2004M02","Greece","Total","Person","410"
"2004M02","Spain","Total","Person","450"
"2004M02","France","Total","Person","5,430"
"2004M02","Italy","Total","Person",":"
"2004M02","Cyprus","Total","Person","220"
"2004M02","Latvia","Total","Person","0"
"2004M02","Lithuania","Total","Person","5"
"2004M02","Luxembourg","Total","Person","195"
"2004M02","Hungary","Total","Person","130"
"2004M02","Malta","Total","Person","25"
"2004M02","Netherlands","Total","Person","835"
"2004M02","Austria","Total","Person","1,835"
"2004M02","Poland","Total","Person","370"
"2004M02","Portugal","Total","Person","10"
"2004M02","Romania","Total","Person",":"
"2004M02","Slovenia","Total","Person","110"
"2004M02","Slovakia","Total","Person","750"
"2004M02","Finland","Total","Person","295"
"2004M02","Sweden","Total","Person","1,940"
"2004M02","United Kingdom","Total","Person","3,500"
"2004M02","Iceland","Total","Person",":"
"2004M02","Norway","Total","Person","690"
"2004M02","Turkey","Total","Person",":"
"2004M03","European Union - 15 countries (1995-2004)","Total","Person",":"
"2004M03","Belgium","Total","Person",":"
"2004M03","Bulgaria","Total","Person","100"
"2004M03","Czechia","Total","Person","975"
"2004M03","Denmark","Total","Person","245"
"2004M03","Germany (until 1990 former territory of the FRG)","Total","Person","3,410"
"2004M03","Estonia","Total","Person","0"
"2004M03","Ireland","Total","Person","500"
"2004M03","Greece","Total","Person","375"
"2004M03","Spain","Total","Person","555"
"2004M03","France","Total","Person","6,020"
"2004M03","Italy","Total","Person",":"
"2004M03","Cyprus","Total","Person","575"
"2004M03","Latvia","Total","Person","5"
"2004M03","Lithuania","Total","Person","15"
"2004M03","Luxembourg","Total","Person","190"
"2004M03","Hungary","Total","Person","130"
"2004M03","Malta","Total","Person","5"
"2004M03","Netherlands","Total","Person","940"
"2004M03","Austria","Total","Person","2,555"
"2004M03","Poland","Total","Person","495"
"2004M03","Portugal","Total","Person","5"
"2004M03","Romania","Total","Person",":"
"2004M03","Slovenia","Total","Person","125"
"2004M03","Slovakia","Total","Person","800"
"2004M03","Finland","Total","Person","580"
"2004M03","Sweden","Total","Person","1,990"
"2004M03","United Kingdom","Total","Person","3,605"
"2004M03","Iceland","Total","Person",":"
"2004M03","Norway","Total","Person","735"
"2004M03","Turkey","Total","Person",":"
"2004M04","European Union - 15 countries (1995-2004)","Total","Person",":"
"2004M04","Belgium","Total","Person",":"
"2004M04","Bulgaria","Total","Person","45"
"2004M04","Czechia","Total","Person","595"
"2004M04","Denmark","Total","Person","180"
"2004M04","Germany (until 1990 former territory of the FRG)","Total","Person","3,015"
